task,caseid,user,Activity_1,Resource_1,creator,variant,variant_index,end_timestamp,start_timestamp
Validar solicitud / pre-homologacion,92002,186,Validar solicitud / pre-homologacion,186,Fluxicon Disco,Variant 51,51,2016-06-21T12:40:28.000,2016-06-21T12:36:28.000
Validacion final,92002,186,Validacion final,186,Fluxicon Disco,Variant 51,51,2016-06-21T19:30:16.000,2016-06-21T19:30:16.000
Visto Bueno Cierre Proceso,92002,26788,Visto Bueno Cierre Proceso,26788,Fluxicon Disco,Variant 51,51,2016-06-21T19:58:24.000,2016-06-21T19:30:24.000
Transferir Creditos,92002,26788,Transferir Creditos,26788,Fluxicon Disco,Variant 51,51,2016-06-27T14:33:05.000,2016-06-27T14:33:05.000
Transferir creditos homologables,92002,26788,Transferir creditos homologables,26788,Fluxicon Disco,Variant 51,51,2016-06-27T14:33:05.000,2016-06-27T14:33:05.000
End,92002,End,End,End,Fluxicon Disco,Variant 51,51,2016-06-27T14:33:05.000,2016-06-27T14:33:05.000
Start,92101,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-02-25T21:09:10.000,2016-02-25T21:09:10.000
Traer informacion estudiante - banner,92101,5883,Traer informacion estudiante - banner,5883,Fluxicon Disco,Variant 1,1,2016-02-25T21:09:10.000,2016-02-25T21:09:10.000
Radicar Solicitud Homologacion,92101,5883,Radicar Solicitud Homologacion,5883,Fluxicon Disco,Variant 1,1,2016-02-25T21:09:27.000,2016-02-25T21:09:16.000
Cancelar Solicitud,92101,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 1,1,2016-02-25T21:20:43.000,2016-02-25T21:20:38.000
Notificacion estudiante cancelacion soli,92101,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 1,1,2016-02-25T21:26:13.000,2016-02-25T21:26:13.000
End,92101,End,End,End,Fluxicon Disco,Variant 1,1,2016-02-25T21:26:13.000,2016-02-25T21:26:13.000
Start,92102,Start,Start,Start,Fluxicon Disco,Variant 18,18,2016-02-25T21:28:36.000,2016-02-25T21:28:36.000
Traer informacion estudiante - banner,92102,5883,Traer informacion estudiante - banner,5883,Fluxicon Disco,Variant 18,18,2016-02-25T21:28:36.000,2016-02-25T21:28:36.000
Radicar Solicitud Homologacion,92102,5883,Radicar Solicitud Homologacion,5883,Fluxicon Disco,Variant 18,18,2016-02-25T21:28:42.000,2016-02-25T21:28:37.000
Validar solicitud,92102,22475,Validar solicitud,22475,Fluxicon Disco,Variant 18,18,2016-02-25T21:34:16.000,2016-02-25T21:34:12.000
Homologacion por grupo de cursos,92102,19019,Homologacion por grupo de cursos,19019,Fluxicon Disco,Variant 18,18,2016-02-25T21:40:54.000,2016-02-25T21:38:33.000
Cancelar curso,92102,19019,Cancelar curso,19019,Fluxicon Disco,Variant 18,18,2016-02-25T21:40:56.000,2016-02-25T21:38:35.000
End,92102,End,End,End,Fluxicon Disco,Variant 18,18,2016-02-25T21:40:56.000,2016-02-25T21:40:56.000
Start,92151,Start,Start,Start,Fluxicon Disco,Variant 5,5,2016-02-26T01:20:32.000,2016-02-26T01:20:32.000
Traer informacion estudiante - banner,92151,12006,Traer informacion estudiante - banner,12006,Fluxicon Disco,Variant 5,5,2016-02-26T01:20:32.000,2016-02-26T01:20:32.000
Radicar Solicitud Homologacion,92151,12006,Radicar Solicitud Homologacion,12006,Fluxicon Disco,Variant 5,5,2016-02-26T01:20:36.000,2016-02-26T01:20:36.000
Notificacion estudiante cancelacion soli,92151,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 5,5,2016-03-07T22:24:10.000,2016-03-07T22:24:10.000
End,92151,End,End,End,Fluxicon Disco,Variant 5,5,2016-03-07T22:24:10.000,2016-03-07T22:24:10.000
Start,92201,Start,Start,Start,Fluxicon Disco,Variant 6,6,2016-02-25T22:48:53.000,2016-02-25T22:48:53.000
Traer informacion estudiante - banner,92201,7897,Traer informacion estudiante - banner,7897,Fluxicon Disco,Variant 6,6,2016-02-25T22:48:53.000,2016-02-25T22:48:53.000
Radicar Solicitud Homologacion,92201,7897,Radicar Solicitud Homologacion,7897,Fluxicon Disco,Variant 6,6,2016-02-25T23:02:53.000,2016-02-25T22:48:58.000
Validar solicitud,92201,1707,Validar solicitud,1707,Fluxicon Disco,Variant 6,6,2016-02-29T20:59:02.000,2016-02-29T20:44:23.000
Homologacion por grupo de cursos,92201,1707,Homologacion por grupo de cursos,1707,Fluxicon Disco,Variant 6,6,2016-03-02T17:48:57.000,2016-03-02T17:24:08.000
Revisar curso,92201,1707,Revisar curso,1707,Fluxicon Disco,Variant 6,6,2016-03-02T17:24:21.000,2016-03-02T17:24:09.000
Evaluacion curso,92201,1707,Evaluacion curso,1707,Fluxicon Disco,Variant 6,6,2016-03-02T18:00:47.000,2016-03-02T17:36:10.000
End,92201,End,End,End,Fluxicon Disco,Variant 6,6,2016-03-02T18:00:47.000,2016-03-02T18:00:47.000
Start,92351,Start,Start,Start,Fluxicon Disco,Variant 52,52,2016-02-26T11:55:16.000,2016-02-26T11:55:16.000
Traer informacion estudiante - banner,92351,21562,Traer informacion estudiante - banner,21562,Fluxicon Disco,Variant 52,52,2016-02-26T11:55:16.000,2016-02-26T11:55:16.000
Radicar Solicitud Homologacion,92351,21562,Radicar Solicitud Homologacion,21562,Fluxicon Disco,Variant 52,52,2016-02-26T11:55:23.000,2016-02-26T11:55:23.000
Validar solicitud,92351,22475,Validar solicitud,22475,Fluxicon Disco,Variant 52,52,2016-02-26T12:16:58.000,2016-02-26T12:13:57.000
Cancelar Solicitud,92351,22475,Cancelar Solicitud,22475,Fluxicon Disco,Variant 52,52,2016-02-26T20:24:32.000,2016-02-26T12:13:58.000
Revisar curso,92351,2292,Revisar curso,2292,Fluxicon Disco,Variant 52,52,2016-02-26T17:06:58.000,2016-02-26T17:02:00.000
Revisar curso,92351,22534,Revisar curso,22534,Fluxicon Disco,Variant 52,52,2016-02-26T22:14:59.000,2016-02-26T17:02:02.000
Evaluacion curso,92351,22534,Evaluacion curso,22534,Fluxicon Disco,Variant 52,52,2016-04-28T20:34:34.000,2016-04-28T20:27:03.000
Notificacion estudiante cancelacion soli,92351,22475,Notificacion estudiante cancelacion soli,22475,Fluxicon Disco,Variant 52,52,2016-06-01T17:34:57.000,2016-06-01T17:34:57.000
End,92351,End,End,End,Fluxicon Disco,Variant 52,52,2016-06-01T17:34:57.000,2016-06-01T17:34:57.000
Start,92502,Start,Start,Start,Fluxicon Disco,Variant 40,40,2016-02-26T15:37:05.000,2016-02-26T15:37:05.000
Cancelar Solicitud,92502,659,Cancelar Solicitud,659,Fluxicon Disco,Variant 40,40,2016-02-26T23:44:30.000,2016-02-26T15:37:05.000
Validar solicitud,92502,659,Validar solicitud,659,Fluxicon Disco,Variant 40,40,2016-02-26T15:39:27.000,2016-02-26T15:37:05.000
Traer informacion estudiante - banner,92502,11302,Traer informacion estudiante - banner,11302,Fluxicon Disco,Variant 40,40,2016-02-26T16:40:29.000,2016-02-26T16:40:29.000
Radicar Solicitud Homologacion,92502,11302,Radicar Solicitud Homologacion,11302,Fluxicon Disco,Variant 40,40,2016-02-26T16:40:29.000,2016-02-26T16:40:29.000
Revisar curso,92502,659,Revisar curso,659,Fluxicon Disco,Variant 40,40,2016-02-26T18:42:32.000,2016-02-26T18:42:32.000
Notificacion estudiante cancelacion soli,92502,659,Notificacion estudiante cancelacion soli,659,Fluxicon Disco,Variant 40,40,2016-06-01T16:02:39.000,2016-06-01T16:02:39.000
End,92502,End,End,End,Fluxicon Disco,Variant 40,40,2016-06-01T16:02:39.000,2016-06-01T16:02:39.000
Start,92504,Start,Start,Start,Fluxicon Disco,Variant 4,4,2016-02-26T16:59:42.000,2016-02-26T16:59:42.000
Traer informacion estudiante - banner,92504,10348,Traer informacion estudiante - banner,10348,Fluxicon Disco,Variant 4,4,2016-02-26T16:59:42.000,2016-02-26T16:59:42.000
Radicar Solicitud Homologacion,92504,10348,Radicar Solicitud Homologacion,10348,Fluxicon Disco,Variant 4,4,2016-02-26T16:59:49.000,2016-02-26T16:59:43.000
Validar solicitud,92504,19019,Validar solicitud,19019,Fluxicon Disco,Variant 4,4,2016-02-26T17:06:51.000,2016-02-26T17:06:14.000
Homologacion por grupo de cursos,92504,19019,Homologacion por grupo de cursos,19019,Fluxicon Disco,Variant 4,4,2016-02-26T20:53:03.000,2016-02-26T17:43:51.000
Revisar curso,92504,19019,Revisar curso,19019,Fluxicon Disco,Variant 4,4,2016-02-26T17:43:52.000,2016-02-26T17:43:51.000
Evaluacion curso,92504,19019,Evaluacion curso,19019,Fluxicon Disco,Variant 4,4,2016-02-26T20:54:31.000,2016-02-26T17:45:23.000
Validar solicitud / pre-homologacion,92504,19019,Validar solicitud / pre-homologacion,19019,Fluxicon Disco,Variant 4,4,2016-04-07T15:53:31.000,2016-04-07T15:53:29.000
End,92504,End,End,End,Fluxicon Disco,Variant 4,4,2016-04-07T15:53:31.000,2016-04-07T15:53:31.000
Start,92552,Start,Start,Start,Fluxicon Disco,Variant 6,6,2016-02-26T14:09:42.000,2016-02-26T14:09:42.000
Traer informacion estudiante - banner,92552,12915,Traer informacion estudiante - banner,12915,Fluxicon Disco,Variant 6,6,2016-02-26T14:09:42.000,2016-02-26T14:09:42.000
Radicar Solicitud Homologacion,92552,12915,Radicar Solicitud Homologacion,12915,Fluxicon Disco,Variant 6,6,2016-02-26T14:25:33.000,2016-02-26T14:09:43.000
Validar solicitud,92552,9184,Validar solicitud,9184,Fluxicon Disco,Variant 6,6,2016-03-01T13:43:46.000,2016-03-01T13:39:46.000
Homologacion por grupo de cursos,92552,6799,Homologacion por grupo de cursos,6799,Fluxicon Disco,Variant 6,6,2016-03-01T18:34:36.000,2016-03-01T18:34:36.000
Revisar curso,92552,9184,Revisar curso,9184,Fluxicon Disco,Variant 6,6,2016-03-01T18:34:37.000,2016-03-01T18:34:37.000
Evaluacion curso,92552,6799,Evaluacion curso,6799,Fluxicon Disco,Variant 6,6,2016-03-01T18:35:16.000,2016-03-01T18:35:16.000
End,92552,End,End,End,Fluxicon Disco,Variant 6,6,2016-03-01T18:35:16.000,2016-03-01T18:35:16.000
Start,92651,Start,Start,Start,Fluxicon Disco,Variant 53,53,2016-02-26T18:22:20.000,2016-02-26T18:22:20.000
Traer informacion estudiante - banner,92651,6894,Traer informacion estudiante - banner,6894,Fluxicon Disco,Variant 53,53,2016-02-26T18:22:20.000,2016-02-26T18:22:20.000
Radicar Solicitud Homologacion,92651,6894,Radicar Solicitud Homologacion,6894,Fluxicon Disco,Variant 53,53,2016-02-26T18:22:24.000,2016-02-26T18:22:24.000
Validar solicitud,92651,677,Validar solicitud,677,Fluxicon Disco,Variant 53,53,2016-02-26T18:48:17.000,2016-02-26T18:40:47.000
Recepcion de documentos,92651,157,Recepcion de documentos,157,Fluxicon Disco,Variant 53,53,2016-02-29T21:13:43.000,2016-02-29T17:30:50.000
Homologacion por grupo de cursos,92651,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 53,53,2016-02-29T21:30:08.000,2016-02-29T17:30:51.000
Revisar curso,92651,677,Revisar curso,677,Fluxicon Disco,Variant 53,53,2016-02-29T17:30:52.000,2016-02-29T17:30:51.000
Evaluacion curso,92651,7304,Evaluacion curso,7304,Fluxicon Disco,Variant 53,53,2016-02-29T20:41:42.000,2016-02-29T17:32:11.000
Validar solicitud / pre-homologacion,92651,677,Validar solicitud / pre-homologacion,677,Fluxicon Disco,Variant 53,53,2016-04-08T16:04:16.000,2016-04-08T16:04:08.000
Avanzar recepcion documentos,92651,157,Avanzar recepcion documentos,157,Fluxicon Disco,Variant 53,53,2016-04-08T16:46:19.000,2016-04-08T16:13:09.000
Visto Bueno Cierre Proceso,92651,3445,Visto Bueno Cierre Proceso,3445,Fluxicon Disco,Variant 53,53,2016-04-14T17:00:05.000,2016-04-14T16:43:00.000
Validacion final,92651,677,Validacion final,677,Fluxicon Disco,Variant 53,53,2016-04-14T17:24:05.000,2016-04-14T17:24:05.000
Transferir Creditos,92651,3445,Transferir Creditos,3445,Fluxicon Disco,Variant 53,53,2016-04-18T17:48:00.000,2016-04-18T17:48:00.000
Transferir creditos homologables,92651,3445,Transferir creditos homologables,3445,Fluxicon Disco,Variant 53,53,2016-04-18T17:48:01.000,2016-04-18T17:48:01.000
End,92651,End,End,End,Fluxicon Disco,Variant 53,53,2016-04-18T17:48:01.000,2016-04-18T17:48:01.000
Start,92751,Start,Start,Start,Fluxicon Disco,Variant 6,6,2016-02-26T19:46:06.000,2016-02-26T19:46:06.000
Traer informacion estudiante - banner,92751,9336,Traer informacion estudiante - banner,9336,Fluxicon Disco,Variant 6,6,2016-02-26T19:46:06.000,2016-02-26T19:46:06.000
Radicar Solicitud Homologacion,92751,9336,Radicar Solicitud Homologacion,9336,Fluxicon Disco,Variant 6,6,2016-02-26T19:46:10.000,2016-02-26T19:46:10.000
Validar solicitud,92751,677,Validar solicitud,677,Fluxicon Disco,Variant 6,6,2016-02-26T20:07:19.000,2016-02-26T19:59:43.000
Homologacion por grupo de cursos,92751,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 6,6,2016-02-29T17:40:28.000,2016-02-29T17:36:05.000
Revisar curso,92751,677,Revisar curso,677,Fluxicon Disco,Variant 6,6,2016-02-29T17:36:05.000,2016-02-29T17:36:05.000
Evaluacion curso,92751,3445,Evaluacion curso,3445,Fluxicon Disco,Variant 6,6,2016-02-29T17:41:09.000,2016-02-29T17:36:46.000
End,92751,End,End,End,Fluxicon Disco,Variant 6,6,2016-02-29T17:41:09.000,2016-02-29T17:41:09.000
Start,92901,Start,Start,Start,Fluxicon Disco,Variant 6,6,2016-02-27T16:41:55.000,2016-02-27T16:41:55.000
Traer informacion estudiante - banner,92901,8371,Traer informacion estudiante - banner,8371,Fluxicon Disco,Variant 6,6,2016-02-27T16:41:55.000,2016-02-27T16:41:55.000
Radicar Solicitud Homologacion,92901,8371,Radicar Solicitud Homologacion,8371,Fluxicon Disco,Variant 6,6,2016-02-27T16:42:00.000,2016-02-27T16:42:00.000
Validar solicitud,92901,6694,Validar solicitud,6694,Fluxicon Disco,Variant 6,6,2016-02-27T17:06:51.000,2016-02-27T17:06:51.000
Homologacion por grupo de cursos,92901,6990,Homologacion por grupo de cursos,6990,Fluxicon Disco,Variant 6,6,2016-02-29T11:06:47.000,2016-02-29T10:38:47.000
Revisar curso,92901,6694,Revisar curso,6694,Fluxicon Disco,Variant 6,6,2016-02-29T10:38:48.000,2016-02-29T10:38:48.000
Evaluacion curso,92901,6990,Evaluacion curso,6990,Fluxicon Disco,Variant 6,6,2016-02-29T11:09:09.000,2016-02-29T10:41:09.000
End,92901,End,End,End,Fluxicon Disco,Variant 6,6,2016-02-29T11:09:09.000,2016-02-29T11:09:09.000
Start,93051,Start,Start,Start,Fluxicon Disco,Variant 19,19,2016-02-27T23:00:10.000,2016-02-27T23:00:10.000
Traer informacion estudiante - banner,93051,11342,Traer informacion estudiante - banner,11342,Fluxicon Disco,Variant 19,19,2016-02-27T23:00:10.000,2016-02-27T23:00:10.000
Radicar Solicitud Homologacion,93051,11342,Radicar Solicitud Homologacion,11342,Fluxicon Disco,Variant 19,19,2016-02-27T23:00:13.000,2016-02-27T23:00:13.000
Validar solicitud,93051,18929,Validar solicitud,18929,Fluxicon Disco,Variant 19,19,2016-02-27T23:21:57.000,2016-02-27T23:17:03.000
Cancelar Solicitud,93051,18929,Cancelar Solicitud,18929,Fluxicon Disco,Variant 19,19,2016-02-28T07:18:12.000,2016-02-27T23:17:04.000
Revisar curso,93051,18929,Revisar curso,18929,Fluxicon Disco,Variant 19,19,2016-02-29T20:54:37.000,2016-02-29T20:54:37.000
Notificacion estudiante cancelacion soli,93051,18929,Notificacion estudiante cancelacion soli,18929,Fluxicon Disco,Variant 19,19,2016-06-01T16:08:31.000,2016-06-01T16:08:31.000
End,93051,End,End,End,Fluxicon Disco,Variant 19,19,2016-06-01T16:08:31.000,2016-06-01T16:08:31.000
Start,93253,Start,Start,Start,Fluxicon Disco,Variant 6,6,2016-02-28T22:19:50.000,2016-02-28T22:19:50.000
Traer informacion estudiante - banner,93253,2453,Traer informacion estudiante - banner,2453,Fluxicon Disco,Variant 6,6,2016-02-28T22:19:50.000,2016-02-28T22:19:50.000
Radicar Solicitud Homologacion,93253,2453,Radicar Solicitud Homologacion,2453,Fluxicon Disco,Variant 6,6,2016-02-28T22:19:51.000,2016-02-28T22:19:51.000
Validar solicitud,93253,19019,Validar solicitud,19019,Fluxicon Disco,Variant 6,6,2016-02-28T22:42:25.000,2016-02-28T22:41:10.000
Homologacion por grupo de cursos,93253,7316,Homologacion por grupo de cursos,7316,Fluxicon Disco,Variant 6,6,2016-02-29T15:36:11.000,2016-02-29T15:15:08.000
Revisar curso,93253,19019,Revisar curso,19019,Fluxicon Disco,Variant 6,6,2016-02-29T15:15:08.000,2016-02-29T15:15:08.000
Evaluacion curso,93253,7316,Evaluacion curso,7316,Fluxicon Disco,Variant 6,6,2016-02-29T15:36:55.000,2016-02-29T15:15:53.000
End,93253,End,End,End,Fluxicon Disco,Variant 6,6,2016-02-29T15:36:55.000,2016-02-29T15:36:55.000
Start,93301,Start,Start,Start,Fluxicon Disco,Variant 19,19,2016-02-28T19:08:54.000,2016-02-28T19:08:54.000
Traer informacion estudiante - banner,93301,5183,Traer informacion estudiante - banner,5183,Fluxicon Disco,Variant 19,19,2016-02-28T19:08:54.000,2016-02-28T19:08:54.000
Radicar Solicitud Homologacion,93301,5183,Radicar Solicitud Homologacion,5183,Fluxicon Disco,Variant 19,19,2016-02-28T19:08:57.000,2016-02-28T19:08:57.000
Validar solicitud,93301,22475,Validar solicitud,22475,Fluxicon Disco,Variant 19,19,2016-02-28T19:43:17.000,2016-02-28T19:38:14.000
Cancelar Solicitud,93301,754,Cancelar Solicitud,754,Fluxicon Disco,Variant 19,19,2016-02-29T03:38:56.000,2016-02-28T19:38:15.000
Revisar curso,93301,754,Revisar curso,754,Fluxicon Disco,Variant 19,19,2016-02-29T23:02:16.000,2016-02-29T21:03:20.000
Notificacion estudiante cancelacion soli,93301,754,Notificacion estudiante cancelacion soli,754,Fluxicon Disco,Variant 19,19,2016-06-01T15:41:12.000,2016-06-01T15:41:12.000
End,93301,End,End,End,Fluxicon Disco,Variant 19,19,2016-06-01T15:41:12.000,2016-06-01T15:41:12.000
Start,93351,Start,Start,Start,Fluxicon Disco,Variant 4,4,2016-02-28T19:46:29.000,2016-02-28T19:46:29.000
Traer informacion estudiante - banner,93351,5183,Traer informacion estudiante - banner,5183,Fluxicon Disco,Variant 4,4,2016-02-28T19:46:29.000,2016-02-28T19:46:29.000
Radicar Solicitud Homologacion,93351,5183,Radicar Solicitud Homologacion,5183,Fluxicon Disco,Variant 4,4,2016-02-28T19:46:32.000,2016-02-28T19:46:32.000
Validar solicitud,93351,22475,Validar solicitud,22475,Fluxicon Disco,Variant 4,4,2016-02-28T20:07:10.000,2016-02-28T20:02:11.000
Homologacion por grupo de cursos,93351,22475,Homologacion por grupo de cursos,22475,Fluxicon Disco,Variant 4,4,2016-02-29T21:05:40.000,2016-02-29T20:59:19.000
Revisar curso,93351,659,Revisar curso,659,Fluxicon Disco,Variant 4,4,2016-02-29T21:02:56.000,2016-02-29T20:59:20.000
Evaluacion curso,93351,659,Evaluacion curso,659,Fluxicon Disco,Variant 4,4,2016-03-01T14:36:25.000,2016-03-01T14:35:40.000
Validar solicitud / pre-homologacion,93351,22475,Validar solicitud / pre-homologacion,22475,Fluxicon Disco,Variant 4,4,2016-03-01T15:23:36.000,2016-03-01T15:21:38.000
End,93351,End,End,End,Fluxicon Disco,Variant 4,4,2016-03-01T15:23:36.000,2016-03-01T15:23:36.000
Start,93601,Start,Start,Start,Fluxicon Disco,Variant 6,6,2016-02-29T09:52:18.000,2016-02-29T09:52:18.000
Traer informacion estudiante - banner,93601,12129,Traer informacion estudiante - banner,12129,Fluxicon Disco,Variant 6,6,2016-02-29T09:52:18.000,2016-02-29T09:52:18.000
Radicar Solicitud Homologacion,93601,12129,Radicar Solicitud Homologacion,12129,Fluxicon Disco,Variant 6,6,2016-02-29T09:52:21.000,2016-02-29T09:52:21.000
Validar solicitud,93601,677,Validar solicitud,677,Fluxicon Disco,Variant 6,6,2016-02-29T10:28:08.000,2016-02-29T10:00:08.000
Homologacion por grupo de cursos,93601,3445,Homologacion por grupo de cursos,3445,Fluxicon Disco,Variant 6,6,2016-03-03T18:53:35.000,2016-03-03T18:53:35.000
Revisar curso,93601,677,Revisar curso,677,Fluxicon Disco,Variant 6,6,2016-03-03T18:53:35.000,2016-03-03T18:53:35.000
Evaluacion curso,93601,3445,Evaluacion curso,3445,Fluxicon Disco,Variant 6,6,2016-03-03T18:55:01.000,2016-03-03T18:55:01.000
End,93601,End,End,End,Fluxicon Disco,Variant 6,6,2016-03-03T18:55:01.000,2016-03-03T18:55:01.000
Start,93652,Start,Start,Start,Fluxicon Disco,Variant 54,54,2016-02-29T16:32:54.000,2016-02-29T16:32:54.000
Traer informacion estudiante - banner,93652,11583,Traer informacion estudiante - banner,11583,Fluxicon Disco,Variant 54,54,2016-02-29T16:32:54.000,2016-02-29T16:32:54.000
Radicar Solicitud Homologacion,93652,11583,Radicar Solicitud Homologacion,11583,Fluxicon Disco,Variant 54,54,2016-02-29T16:33:17.000,2016-02-29T16:32:55.000
Validar solicitud,93652,9184,Validar solicitud,9184,Fluxicon Disco,Variant 54,54,2016-02-29T17:04:14.000,2016-02-29T16:55:10.000
Homologacion por grupo de cursos,93652,22490,Homologacion por grupo de cursos,22490,Fluxicon Disco,Variant 54,54,2016-03-01T22:47:19.000,2016-03-01T18:42:49.000
Revisar curso,93652,9184,Revisar curso,9184,Fluxicon Disco,Variant 54,54,2016-03-01T18:42:50.000,2016-03-01T18:42:49.000
Revisar curso,93652,26757,Revisar curso,26757,Fluxicon Disco,Variant 54,54,2016-03-01T22:26:49.000,2016-03-01T18:42:50.000
Evaluacion curso,93652,6799,Evaluacion curso,6799,Fluxicon Disco,Variant 54,54,2016-03-01T18:43:48.000,2016-03-01T18:43:48.000
Evaluacion curso,93652,22490,Evaluacion curso,22490,Fluxicon Disco,Variant 54,54,2016-04-15T19:23:15.000,2016-04-15T19:02:45.000
End,93652,End,End,End,Fluxicon Disco,Variant 54,54,2016-04-15T19:23:15.000,2016-04-15T19:23:15.000
Start,93654,Start,Start,Start,Fluxicon Disco,Variant 8,8,2016-02-29T16:55:47.000,2016-02-29T16:55:47.000
Traer informacion estudiante - banner,93654,11583,Traer informacion estudiante - banner,11583,Fluxicon Disco,Variant 8,8,2016-02-29T16:55:47.000,2016-02-29T16:55:47.000
Radicar Solicitud Homologacion,93654,11583,Radicar Solicitud Homologacion,11583,Fluxicon Disco,Variant 8,8,2016-02-29T16:55:58.000,2016-02-29T16:55:48.000
Cancelar Solicitud,93654,22491,Cancelar Solicitud,22491,Fluxicon Disco,Variant 8,8,2016-03-01T00:19:01.000,2016-02-29T17:06:24.000
Validar solicitud,93654,10923,Validar solicitud,10923,Fluxicon Disco,Variant 8,8,2016-02-29T17:28:13.000,2016-02-29T17:06:24.000
Revisar curso,93654,10923,Revisar curso,10923,Fluxicon Disco,Variant 8,8,2016-03-03T14:55:37.000,2016-03-03T14:55:35.000
Notificacion estudiante cancelacion soli,93654,22491,Notificacion estudiante cancelacion soli,22491,Fluxicon Disco,Variant 8,8,2016-05-23T18:43:43.000,2016-05-23T18:43:43.000
End,93654,End,End,End,Fluxicon Disco,Variant 8,8,2016-05-23T18:43:43.000,2016-05-23T18:43:43.000
Start,93701,Start,Start,Start,Fluxicon Disco,Variant 1,1,2016-02-29T12:11:44.000,2016-02-29T12:11:44.000
Traer informacion estudiante - banner,93701,6437,Traer informacion estudiante - banner,6437,Fluxicon Disco,Variant 1,1,2016-02-29T12:11:44.000,2016-02-29T12:11:44.000
Radicar Solicitud Homologacion,93701,6437,Radicar Solicitud Homologacion,6437,Fluxicon Disco,Variant 1,1,2016-02-29T12:11:48.000,2016-02-29T12:11:48.000
Cancelar Solicitud,93701,6437,Cancelar Solicitud,6437,Fluxicon Disco,Variant 1,1,2016-02-29T13:00:44.000,2016-02-29T12:52:44.000
Notificacion estudiante cancelacion soli,93701,6437,Notificacion estudiante cancelacion soli,6437,Fluxicon Disco,Variant 1,1,2016-03-01T13:45:05.000,2016-03-01T13:45:05.000
End,93701,End,End,End,Fluxicon Disco,Variant 1,1,2016-03-01T13:45:05.000,2016-03-01T13:45:05.000
Start,93851,Start,Start,Start,Fluxicon Disco,Variant 31,31,2016-02-29T18:09:23.000,2016-02-29T18:09:23.000
Traer informacion estudiante - banner,93851,8186,Traer informacion estudiante - banner,8186,Fluxicon Disco,Variant 31,31,2016-02-29T18:09:23.000,2016-02-29T18:09:23.000
Radicar Solicitud Homologacion,93851,8186,Radicar Solicitud Homologacion,8186,Fluxicon Disco,Variant 31,31,2016-02-29T18:09:29.000,2016-02-29T18:09:29.000
Validar solicitud,93851,19019,Validar solicitud,19019,Fluxicon Disco,Variant 31,31,2016-02-29T18:26:04.000,2016-02-29T18:18:54.000
Recepcion de documentos,93851,26789,Recepcion de documentos,26789,Fluxicon Disco,Variant 31,31,2016-03-02T03:03:33.000,2016-03-01T17:10:44.000
Homologacion por grupo de cursos,93851,1007,Homologacion por grupo de cursos,1007,Fluxicon Disco,Variant 31,31,2016-03-02T03:13:00.000,2016-03-01T17:10:45.000
Revisar curso,93851,19019,Revisar curso,19019,Fluxicon Disco,Variant 31,31,2016-03-01T17:10:46.000,2016-03-01T17:10:46.000
Evaluacion curso,93851,19295,Evaluacion curso,19295,Fluxicon Disco,Variant 31,31,2016-03-01T19:55:21.000,2016-03-01T17:11:19.000
Validar solicitud / pre-homologacion,93851,19019,Validar solicitud / pre-homologacion,19019,Fluxicon Disco,Variant 31,31,2016-04-06T00:18:10.000,2016-04-06T00:13:47.000
Avanzar recepcion documentos,93851,26789,Avanzar recepcion documentos,26789,Fluxicon Disco,Variant 31,31,2016-04-07T01:41:59.000,2016-04-06T18:37:37.000
Validacion final,93851,19019,Validacion final,19019,Fluxicon Disco,Variant 31,31,2016-06-23T19:15:34.000,2016-06-23T19:06:33.000
Visto Bueno Cierre Proceso,93851,1007,Visto Bueno Cierre Proceso,1007,Fluxicon Disco,Variant 31,31,2016-06-24T22:01:46.000,2016-06-24T22:01:22.000
Transferir Creditos,93851,1007,Transferir Creditos,1007,Fluxicon Disco,Variant 31,31,2016-06-24T22:25:53.000,2016-06-24T22:25:53.000
Transferir creditos homologables,93851,1007,Transferir creditos homologables,1007,Fluxicon Disco,Variant 31,31,2016-06-24T22:25:53.000,2016-06-24T22:25:53.000
End,93851,End,End,End,Fluxicon Disco,Variant 31,31,2016-06-24T22:25:53.000,2016-06-24T22:25:53.000
Start,93952,Start,Start,Start,Fluxicon Disco,Variant 23,23,2016-02-29T23:45:55.000,2016-02-29T23:45:55.000
Traer informacion estudiante - banner,93952,7611,Traer informacion estudiante - banner,7611,Fluxicon Disco,Variant 23,23,2016-02-29T23:45:55.000,2016-02-29T23:45:55.000
Radicar Solicitud Homologacion,93952,7611,Radicar Solicitud Homologacion,7611,Fluxicon Disco,Variant 23,23,2016-02-29T23:46:10.000,2016-02-29T23:45:56.000
Radicar Solicitud Homologacion,93952,7611,Radicar Solicitud Homologacion,7611,Fluxicon Disco,Variant 23,23,2016-03-01T22:50:01.000,2016-03-01T22:24:26.000
Notificacion estudiante cancelacion soli,93952,1,Notificacion estudiante cancelacion soli,1,Fluxicon Disco,Variant 23,23,2016-03-15T22:24:28.000,2016-03-15T22:24:28.000
End,93952,End,End,End,Fluxicon Disco,Variant 23,23,2016-03-15T22:24:28.000,2016-03-15T22:24:28.000
